tool_id,name,type,material,diameter,shank_diameter,cutting_length,overall_length,flute_count,helix_angle,coating,workpiece_materials,center_cutting,price_usd,manufacturer,max_depth_of_cut,max_rpm,speed_feed_link,image_link,product_link
03-0394,"5/8"" Dia. Carbide End Mill, 3 Flute, Uncoated, 5/8"" Smooth Shank x 2-1/4"" LOC, Square Profile, HSAM1",end_mill,carbide,15.88,15.88,57.15,114.3,3,38.0,Uncoated,['Aluminum'],True,119.95,Haas,28.57,15000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0080%20to%2003-0089%20n%2003-0392%20to%2003-0396%20end%20mills,%20hsam1,%20speeds%20and%20feeds.pdf",/content/dam/haascnc/ecommerce/03-0394/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0394.html
03-0395,"3/4"" Dia. Carbide End Mill, 3 Flute, Uncoated, 3/4"" Smooth Shank x 2-1/2"" LOC, Square Profile, HSAM1",end_mill,carbide,19.05,19.05,63.5,133.35,3,38.0,Uncoated,['Aluminum'],True,144.95,Haas,31.75,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0080%20to%2003-0089%20n%2003-0392%20to%2003-0396%20end%20mills,%20hsam1,%20speeds%20and%20feeds.pdf",/content/dam/haascnc/ecommerce/03-0395/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0395.html
03-0396,"1"" Dia. Carbide End Mill, 3 Flute, Uncoated, 1"" Smooth Shank x 3"" LOC, Square Profile, HSAM1",end_mill,carbide,25.4,25.4,76.2,152.4,3,38.0,Uncoated,['Aluminum'],True,259.95,Haas,38.1,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0080%20to%2003-0089%20n%2003-0392%20to%2003-0396%20end%20mills,%20hsam1,%20speeds%20and%20feeds.pdf",/content/dam/haascnc/ecommerce/03-0396/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0396.html
03-0511,"3mm Dia. Carbide End Mill, 4 Flute, Hyb. AlCrN Coated, 6mm Smooth Shank x 11mm LOC, 0.1mm Chamfer, HTPM",end_mill,carbide,76.2,152.4,279.4,1397.0,4,36.0,Hybrid AlCrN,"['Steel', 'Stainless Steel', 'Cast Iron']",True,12.95,Haas,139.7,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-511%20to%2003-0520)%20End%20Mills,%20HTPM,%20Speeds%20and%20Feeds,%20Slotting%20and%20Side%20Cutting,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-0511/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0511.html
03-0512,"4mm Dia. Carbide End Mill, 4 Flute, Hyb. AlCrN Coated, 6mm Smooth Shank x 12mm LOC, 0.15mm Chamfer, HTPM",end_mill,carbide,101.6,152.4,304.8,1397.0,4,36.0,Hybrid AlCrN,"['Steel', 'Stainless Steel', 'Cast Iron']",True,13.95,Haas,152.4,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-511%20to%2003-0520)%20End%20Mills,%20HTPM,%20Speeds%20and%20Feeds,%20Slotting%20and%20Side%20Cutting,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-0512/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0512.html
03-0513,"5mm Dia. Carbide End Mill, 4 Flute, Hyb. AlCrN Coated, 6mm Smooth Shank x 13mm LOC, 0.15mm Chamfer, HTPM",end_mill,carbide,127.0,152.4,330.2,1447.8,4,36.0,Hybrid AlCrN,"['Steel', 'Stainless Steel', 'Cast Iron']",True,13.95,Haas,165.1,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-511%20to%2003-0520)%20End%20Mills,%20HTPM,%20Speeds%20and%20Feeds,%20Slotting%20and%20Side%20Cutting,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-0513/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0513.html
03-0514,"6mm Dia. Carbide End Mill, 4 Flute, Hyb. AlCrN Coated, 6mm Smooth Shank x 13mm LOC, 0.2mm Chamfer, HTPM",end_mill,carbide,152.4,152.4,330.2,1447.8,4,36.0,Hybrid AlCrN,"['Cast Iron', 'Stainless Steel', 'Steel']",True,17.95,Haas,165.1,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-511%20to%2003-0520)%20End%20Mills,%20HTPM,%20Speeds%20and%20Feeds,%20Slotting%20and%20Side%20Cutting,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-0514/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0514.html
03-0515,"8mm Dia. Carbide End Mill, 4 Flute, Hyb. AlCrN Coated, 8mm Smooth Shank x 16mm LOC, 0.2mm Chamfer, HTPM",end_mill,carbide,203.2,203.2,406.4,1600.2,4,36.0,Hybrid AlCrN,"['Stainless Steel', 'Steel', 'Cast Iron']",True,19.95,Haas,203.2,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-511%20to%2003-0520)%20End%20Mills,%20HTPM,%20Speeds%20and%20Feeds,%20Slotting%20and%20Side%20Cutting,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-0515/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0515.html
03-0516,"10mm Dia. Carbide End Mill, 4 Flute, Hyb. AlCrN Coated, 10mm Weldon Shank x 22mm LOC, 0.3mm Chamfer, HTPM",end_mill,carbide,254.0,254.0,558.8,1828.8,4,36.0,Hybrid AlCrN,"['Stainless Steel', 'Cast Iron', 'Steel']",True,25.95,Haas,279.4,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-511%20to%2003-0520)%20End%20Mills,%20HTPM,%20Speeds%20and%20Feeds,%20Slotting%20and%20Side%20Cutting,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-0516/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0516.html
03-0517,"12mm Dia. Carbide End Mill, 4 Flute, Hyb. AlCrN Coated, 12mm Weldon Shank x 26mm LOC, 0.35mm Chamfer, HTPM",end_mill,carbide,304.8,304.8,660.4,2108.2,4,36.0,Hybrid AlCrN,"['Cast Iron', 'Stainless Steel', 'Steel']",True,35.95,Haas,330.2,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-511%20to%2003-0520)%20End%20Mills,%20HTPM,%20Speeds%20and%20Feeds,%20Slotting%20and%20Side%20Cutting,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-0517/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0517.html
03-0518,"16mm Dia. Carbide End Mill, 4 Flute, Hyb. AlCrN Coated, 16mm Weldon Shank x 32mm LOC, 0.4mm Chamfer, HTPM",end_mill,carbide,406.4,406.4,812.8,2336.8,4,36.0,Hybrid AlCrN,"['Cast Iron', 'Stainless Steel', 'Steel']",True,72.95,Haas,406.4,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-511%20to%2003-0520)%20End%20Mills,%20HTPM,%20Speeds%20and%20Feeds,%20Slotting%20and%20Side%20Cutting,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-0518/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0518.html
03-0519,"20mm Dia. Carbide End Mill, 4 Flute, Hyb. AlCrN Coated, 20mm Weldon Shank x 38mm LOC, 0.5mm Chamfer, HTPM",end_mill,carbide,508.0,508.0,965.2,2641.6,4,36.0,Hybrid AlCrN,"['Steel', 'Stainless Steel', 'Cast Iron']",True,86.95,Haas,482.6,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-511%20to%2003-0520)%20End%20Mills,%20HTPM,%20Speeds%20and%20Feeds,%20Slotting%20and%20Side%20Cutting,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-0519/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0519.html
03-0520,"25mm Dia. Carbide End Mill, 4 Flute, Hyb. AlCrN Coated, 25mm Weldon Shank x 45mm LOC, 0.5mm Chamfer, HTPM",end_mill,carbide,635.0,635.0,1143.0,3073.4,4,36.0,Hybrid AlCrN,"['Stainless Steel', 'Steel', 'Cast Iron']",True,139.95,Haas,571.5,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-511%20to%2003-0520)%20End%20Mills,%20HTPM,%20Speeds%20and%20Feeds,%20Slotting%20and%20Side%20Cutting,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-0520/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0520.html
03-0521,"4mm Dia. Carbide End Mill, 5 Flute, AlTiN Coated, 6mm Smooth Shank x 12mm LOC, 0.15mm Chamfer, HTM",end_mill,carbide,101.6,152.4,304.8,1397.0,5,38.0,AlTiN,"['Stainless Steel', 'High Temp Alloys']",True,17.95,Haas,152.4,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0521%20to%2003-0529)%20End%20Mills,%20HTM,%20Speeds%20and%20Feeds,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-0521/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0521.html
03-0522,"5mm Dia. Carbide End Mill, 5 Flute, AlTiN Coated, 6mm Smooth Shank x 13mm LOC, 0.15mm Chamfer, HTM",end_mill,carbide,127.0,152.4,330.2,1447.8,5,38.0,AlTiN,"['Stainless Steel', 'High Temp Alloys']",True,17.95,Haas,165.1,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0521%20to%2003-0529)%20End%20Mills,%20HTM,%20Speeds%20and%20Feeds,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-0522/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0522.html
03-0523,"6mm Dia. Carbide End Mill, 5 Flute, AlTiN Coated, 6mm Smooth Shank x 13mm LOC, 0.2mm Chamfer, HTM",end_mill,carbide,152.4,152.4,330.2,1447.8,5,38.0,AlTiN,"['High Temp Alloys', 'Stainless Steel']",True,20.95,Haas,165.1,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0521%20to%2003-0529)%20End%20Mills,%20HTM,%20Speeds%20and%20Feeds,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-0523/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0523.html
03-0524,"8mm Dia. Carbide End Mill, 5 Flute, AlTiN Coated, 8mm Smooth Shank x 16mm LOC, 0.2mm Chamfer, HTM",end_mill,carbide,203.2,203.2,406.4,1600.2,5,38.0,AlTiN,"['High Temp Alloys', 'Stainless Steel']",True,21.95,Haas,203.2,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0521%20to%2003-0529)%20End%20Mills,%20HTM,%20Speeds%20and%20Feeds,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-0524/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0524.html
03-0525,"10mm Dia. Carbide End Mill, 5 Flute, AlTiN Coated, 10mm Weldon Shank x 22mm LOC, 0.3mm Chamfer, HTM",end_mill,carbide,254.0,254.0,558.8,1828.8,5,38.0,AlTiN,"['Stainless Steel', 'High Temp Alloys']",True,28.95,Haas,279.4,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0521%20to%2003-0529)%20End%20Mills,%20HTM,%20Speeds%20and%20Feeds,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-0525/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0525.html
03-0526,"12mm Dia. Carbide End Mill, 5 Flute, AlTiN Coated, 12mm Weldon Shank x 26mm LOC, 0.35mm Chamfer, HTM",end_mill,carbide,304.8,304.8,660.4,2108.2,5,38.0,AlTiN,"['High Temp Alloys', 'Stainless Steel']",True,40.95,Haas,330.2,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0521%20to%2003-0529)%20End%20Mills,%20HTM,%20Speeds%20and%20Feeds,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-0526/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0526.html
03-0527,"16mm Dia. Carbide End Mill, 5 Flute, AlTiN Coated, 16mm Weldon Shank x 32mm LOC, 0.4mm Chamfer, HTM",end_mill,carbide,406.4,406.4,812.8,2336.8,5,38.0,AlTiN,"['Stainless Steel', 'High Temp Alloys']",True,60.95,Haas,406.4,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0521%20to%2003-0529)%20End%20Mills,%20HTM,%20Speeds%20and%20Feeds,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-0527/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0527.html
03-0528,"20mm Dia. Carbide End Mill, 5 Flute, AlTiN Coated, 20mm Weldon Shank x 38mm LOC, 0.5mm Chamfer, HTM",end_mill,carbide,508.0,508.0,965.2,2641.6,5,38.0,AlTiN,"['Stainless Steel', 'High Temp Alloys']",True,90.95,Haas,482.6,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0521%20to%2003-0529)%20End%20Mills,%20HTM,%20Speeds%20and%20Feeds,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-0528/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0528.html
03-0529,"25mm Dia. Carbide End Mill, 5 Flute, AlTiN Coated, 25mm Weldon Shank x 45mm LOC, 0.5mm Chamfer, HTM",end_mill,carbide,635.0,635.0,1143.0,3073.4,5,38.0,AlTiN,"['Stainless Steel', 'High Temp Alloys']",True,154.95,Haas,571.5,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0521%20to%2003-0529)%20End%20Mills,%20HTM,%20Speeds%20and%20Feeds,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-0529/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0529.html
03-0530,"3mm Dia. Carbide End Mill, 3 Flute, Uncoated, 6mm Smooth Shank x 11mm LOC, Square Profile, HSAM2",end_mill,carbide,76.2,152.4,279.4,1397.0,3,37.0,Uncoated,['Aluminum'],True,13.95,Haas,139.7,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0530%20to%2003-0539%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-0530/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0530.html
03-0531,"4mm Dia. Carbide End Mill, 3 Flute, Uncoated, 6mm Smooth Shank x 12mm LOC, Square Profile, HSAM2",end_mill,carbide,101.6,152.4,304.8,1397.0,3,37.0,Uncoated,['Aluminum'],True,13.95,Haas,152.4,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0530%20to%2003-0539%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-0531/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0531.html
03-0532,"5mm Dia. Carbide End Mill, 3 Flute, Uncoated, 6mm Smooth Shank x 13mm LOC, Square Profile, HSAM2",end_mill,carbide,127.0,152.4,330.2,1447.8,3,37.0,Uncoated,['Aluminum'],True,13.95,Haas,165.1,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0530%20to%2003-0539%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-0532/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0532.html
03-0533,"6mm Dia. Carbide End Mill, 3 Flute, Uncoated, 6mm Smooth Shank x 13mm LOC, Square Profile, HSAM2",end_mill,carbide,152.4,152.4,330.2,1447.8,3,37.0,Uncoated,['Aluminum'],True,15.95,Haas,165.1,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0530%20to%2003-0539%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-0533/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0533.html
03-0534,"8mm Dia. Carbide End Mill, 3 Flute, Uncoated, 8mm Smooth Shank x 16mm LOC, Square Profile, HSAM2",end_mill,carbide,203.2,203.2,406.4,1600.2,3,37.0,Uncoated,['Aluminum'],True,23.95,Haas,203.2,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0530%20to%2003-0539%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-0534/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0534.html
03-0535,"10mm Dia. Carbide End Mill, 3 Flute, Uncoated, 10mm Smooth Shank x 22mm LOC, Square Profile, HSAM2",end_mill,carbide,254.0,254.0,558.8,1828.8,3,37.0,Uncoated,['Aluminum'],True,25.95,Haas,279.4,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0530%20to%2003-0539%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-0535/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0535.html
03-0536,"12mm Dia. Carbide End Mill, 3 Flute, Uncoated, 12mm Smooth Shank x 26mm LOC, Square Profile, HSAM2",end_mill,carbide,304.8,304.8,660.4,2108.2,3,37.0,Uncoated,['Aluminum'],True,40.95,Haas,330.2,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0530%20to%2003-0539%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-0536/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0536.html
03-0537,"16mm Dia. Carbide End Mill, 3 Flute, Uncoated, 16mm Smooth Shank x 32mm LOC, Square Profile, HSAM2",end_mill,carbide,406.4,406.4,812.8,2336.8,3,37.0,Uncoated,['Aluminum'],True,71.95,Haas,406.4,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0530%20to%2003-0539%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-0537/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0537.html
03-0538,"20mm Dia. Carbide End Mill, 3 Flute, Uncoated, 20mm Smooth Shank x 38mm LOC, Square Profile, HSAM2",end_mill,carbide,508.0,508.0,965.2,2641.6,3,37.0,Uncoated,['Aluminum'],True,104.95,Haas,482.6,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0530%20to%2003-0539%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-0538/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0538.html
03-0539,"25mm Dia. Carbide End Mill, 3 Flute, Uncoated, 25mm Smooth Shank x 45mm LOC, Square Profile, HSAM2",end_mill,carbide,635.0,635.0,1143.0,3073.4,3,37.0,Uncoated,['Aluminum'],True,149.95,Haas,571.5,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/03-0530%20to%2003-0539%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-0539/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0539.html
03-0540,"1/8"" Dia. Carbide End Mill, 4 Flute, Hyb. AlCrN Coated, 1/8"" Smooth Shank x 3/8"" LOC, 0.015"" Radius, HTPM",end_mill,carbide,3.17,3.17,9.52,38.1,4,36.0,Hybrid AlCrN,"['Steel', 'Stainless Steel', 'Cast Iron']",True,10.95,Haas,4.76,25000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0540%20to%2003-0563)%20end%20mills,%20htpm,%20speeds%20and%20feeds,%20slotting%20and%20side%20cutting,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0540/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0540.html
03-0541,"3/16"" Dia. Carbide End Mill, 4 Flute, Hyb. AlCrN Coated, 3/16"" Smooth Shank x 7/16"" LOC, 0.015"" Radius, HTPM",end_mill,carbide,4.76,4.76,11.13,50.8,4,36.0,Hybrid AlCrN,"['Cast Iron', 'Steel', 'Stainless Steel']",True,15.95,Haas,5.56,25000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0540%20to%2003-0563)%20end%20mills,%20htpm,%20speeds%20and%20feeds,%20slotting%20and%20side%20cutting,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0541/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0541.html
03-0542,"1/4"" Dia. Carbide End Mill, 4 Flute, Hyb. AlCrN Coated, 1/4"" Smooth Shank x 3/4"" LOC, 0.015"" Radius, HTPM",end_mill,carbide,6.35,6.35,19.05,63.5,4,36.0,Hybrid AlCrN,"['Cast Iron', 'Stainless Steel', 'Steel']",True,17.95,Haas,9.52,18000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0540%20to%2003-0563)%20end%20mills,%20htpm,%20speeds%20and%20feeds,%20slotting%20and%20side%20cutting,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0542/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0542.html
03-0543,"1/4"" Dia. Carbide End Mill, 4 Flute, Hyb. AlCrN Coated, 1/4"" Smooth Shank x 3/4"" LOC, 0.03"" Radius, HTPM",end_mill,carbide,6.35,6.35,19.05,63.5,4,36.0,Hybrid AlCrN,"['Steel', 'Stainless Steel', 'Cast Iron']",True,17.95,Haas,9.52,18000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0540%20to%2003-0563)%20end%20mills,%20htpm,%20speeds%20and%20feeds,%20slotting%20and%20side%20cutting,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0543/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0543.html
03-0544,"5/16"" Dia. Carbide End Mill, 4 Flute, Hyb. AlCrN Coated, 5/16"" Smooth Shank x 13/16"" LOC, 0.015"" Radius, HTPM",end_mill,carbide,7.94,7.94,20.65,63.5,4,36.0,Hybrid AlCrN,"['Stainless Steel', 'Steel', 'Cast Iron']",True,24.95,Haas,10.33,18000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-0540%20to%2003-0563)%20end%20mills,%20htpm,%20speeds%20and%20feeds,%20slotting%20and%20side%20cutting,%20inch.pdf",/content/dam/haascnc/ecommerce/03-0544/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-0544.html
